article number,article name ,Product Code1,Product Code2,Commodity Group Number,Commodity Group Name,Sector Number,Sector Name,Assortment Number,Assortment Name,Product Cost,Last Purchase Price,Product Retail Price
835229004306,ABSOLUT PEPPAR 750ML,3522900430,83522900430,8,VODKA,1,Tax,1,General Assortment,0.00,16.39,21.99
018200179938,SHOCK TOP SEASONAL 6PK,00018200179938,10670,6,BEER,1,Tax,1,General Assortment,0.00,5.28,9.29
019962288142,CLIMAX WHISKEY WOOD FIRED 750ML,00454396,01996228814,10,WHISKEY,1,Tax,1,General Assortment,0.00,21.20,29.99
012300232838,DORAL MENTHOL BOX,012300232845,1230023283,37,CIGARETTES,1,Tax,1,General Assortment,0.00,6.50,
698929000517,MARTIN MILLER GIN GIFT SET,9891,9892900051,17,GIN,1,Tax,4,No Sales >4 months,0.00,21.83,39.99
817522018846,$100 MILLION TEXAS RICHES $20,1752201884,1884,60,LOTTERY SCRATCH OFF,2,No Tax,1,General Assortment,0.00,19.00,20.00
078000082104,DR PEPPER 24PK CAN,182998,7800008210,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.35,
070310015254,SEAGRAMS SPIKED TROPICAL 25OZ,00070310015254,42020,6,BEER,1,Tax,1,General Assortment,0.00,1.88,2.69
8599964021722,MOON JOOS SINGLE JELLO SHOT 30pk JAR,,,20,RTD,1,Tax,5,Slow Seller - Old,0.00,0.40,
080686831129,SAUZA TEQ GOLD 80 1.75L PET,0-80686-83112-9,273010,18,TEQUILA,1,Tax,1,General Assortment,0.00,18.40,23.99
082100738366,BLUFELD RIESLING 750ML,08210073836,68850396,12,WINE,1,Tax,4,No Sales >4 months,0.00,6.00,8.99
75602101233,SATHERS GUMMI BEARS,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
854628006346,OLE SMOKY MANGO HABANERO 750ML,10092549,5462800634,45,MOONSHINE,1,Tax,1,General Assortment,0.00,13.50,19.99
085592142147,MONTEGO BAY COCONUT 750ML,8559214214,,15,RUM,1,Tax,4,No Sales >4 months,0.00,0.00,8.99
649515006222,AHRISTIAN AUDIGIER ROSE 750ML,4951500622,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,21.99
7023,DELECTUS FRENCH WEDDING CAB 2014 750ML,45253396,,12,WINE,1,Tax,1,General Assortment,0.00,1.00,7.99
089819541874,BERINGER RED MOSCATO 750ML,0-89819-54187-4,089819541874,12,WINE,1,Tax,1,General Assortment,0.00,4.49,4.99
739958109441,COPPOLA DIRECTORS ZIN 750ML,73995810944,93011396,12,WINE,1,Tax,1,General Assortment,0.00,2.47,6.99
081128074050,FINLANDIA 1.75L,04160268,04302348,8,VODKA,1,Tax,1,General Assortment,0.00,16.24,19.99
28400267700,LAYS WAVY MANGO SALSA 2 7/8OZ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
073705063663,GIFT BAG - HEART,2500116,7370506366,56,GENERAL MERCHANDISE,1,Tax,4,No Sales >4 months,0.00,0.68,1.99
096749141128,EVAN WILLIAMS 1783 86 1.75L,0-96749-14112-8,0040613,10,WHISKEY,1,Tax,1,General Assortment,0.00,22.40,25.99
085725315028,SAMUEL SMITH TADDY 4PK,00085725315028,33940,6,BEER,1,Tax,4,No Sales >4 months,0.00,8.79,
632987200205,SANTA MARGHRT PIN GRIG 750ML,086891022871,3298720020,12,WINE,1,Tax,1,General Assortment,0.00,16.25,22.99
081308001784,CUPCAKE CHIFFON 750ML,8130800178,,8,VODKA,1,Tax,5,Slow Seller - Old,0.00,0.00,
094799020028,DOWS FINE RUBY PORT 750ML,9479902002,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,14.99
C10134,SWISHER INTERNATIONAL INC CASH,,,74,Vendor CASH,2,No Tax,3,Vendor,0.00,1.00,1.00
859682006011,ROCK N ROLL CRISTALINO ANEJO TEQUILA 750ML,1411,5968200601,18,TEQUILA,1,Tax,1,General Assortment,0.00,26.24,49.99
085919008477,BIG STAR SAUVIGNON BLANC 750ML,08591900847,78982396,12,WINE,1,Tax,4,No Sales >4 months,0.00,3.50,3.00
028400433938,CHEETOS FLAMIN HOT NEW,08072400,08072500,2,GROCERY,1,Tax,1,General Assortment,0.00,1.25,1.89
856778003011,RAINSTORM PINOT GRIS 750ML,,,12,WINE,1,Tax,1,General Assortment,0.00,0.00,12.99
52300000358,OLD MILWAUKEE 12OZ 6PK CANS,,,6,BEER,1,Tax,4,No Sales >4 months,0.00,0.00,
CH20100,FRY'S ELECTRONICS CHECK,,,75,Vendor CHECK,2,No Tax,3,Vendor,0.00,1.00,1.00
089540125664,HIRAM WALKER CREME DE CACAO 750ML,8954012566,,23,SCHNAPPS,1,Tax,1,General Assortment,0.00,0.00,
617768131176,SVEDKA ORANGE CREAM POP 1.75L,1776813117,61776813117,8,VODKA,1,Tax,1,General Assortment,0.00,14.50,19.99
081128010621,EARLY TIMES 750ML,03660396,08112801062,10,WHISKEY,1,Tax,1,General Assortment,0.00,8.64,12.99
085919007760,TANGLEWOOD RED BLEND 750ML,08591900776,8591900776,12,WINE,1,Tax,4,No Sales >4 months,0.00,2.63,3.99
020507000112,BITBURGER 4PK 16.9OZ CN,00020507000112,2050700011,6,BEER,1,Tax,1,General Assortment,0.00,4.68,5.49
088004021344,EAGLE RARE 10YR 750ML,088004021344,55840396,10,WHISKEY,1,Tax,1,General Assortment,0.00,21.05,35.99
080432110027,JAMESON CASKMATES STOUT EDITION 1LT,48865348,,10,WHISKEY,1,Tax,1,General Assortment,0.00,0.00,
089819547043,STAGS LEAP NAPA VALLEY RED WINE 2015,,,12,WINE,1,Tax,1,General Assortment,0.00,41.25,
899407003000,NEURO SONIC SUPERFRUIT 14.5OZ,001928,20019287,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,1.75,2.99
812615004058,CLASSIC RED KINGS BOX,1261500405,,37,CIGARETTES,1,Tax,5,Slow Seller - Old,0.00,3.59,4.59
639277315076,CHAMPAGNE CUPS PET,3927731507,,35,BAR ESSENTIALS,1,Tax,1,General Assortment,0.00,1.00,
088291012186,RON ABUELO 12 YR GIFT PK 750ML,8829101218,,15,RUM,1,Tax,4,No Sales >4 months,0.00,0.00,41.99
853188006032,KNOCKMORE IRISH WHISKEY 750ML,10092059,5318800603,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,18.00,24.99
856065002479,DEEP EDDY RUBY RED 375ML,234855,5606500247,8,VODKA,1,Tax,1,General Assortment,0.00,7.03,8.99
028400098229,MATADOR MILD,06583700,2840009822,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.77,1.29
082184003473,JACK DANIELS RYE 50ML,04723932,08218400347,9,50ML,1,Tax,4,No Sales >4 months,0.00,1.80,2.49
631234600027,SWEET WATER SEASONAL 6PK,00631234600027,3123460002,6,BEER,1,Tax,4,No Sales >4 months,0.00,7.19,9.59
4770053232487,LE ROY XO BRANDY 750ML,105438,,13,BRANDY,1,Tax,4,No Sales >4 months,0.00,7.00,11.99
710638510049387,TRIDENT ,,,2,GROCERY,1,Tax,5,Slow Seller - Old,0.00,0.00,
283772,MARLBORO SMOOTH MENTHOL BLUE 100,,,37,CIGARETTES,1,Tax,1,General Assortment,0.00,5.59,6.49
080686975038,COURVOISIER GOLD 375ML,4623826,8068697503,22,COGNAC,1,Tax,5,Slow Seller - Old,0.00,10.37,12.99
647603395319,VIEILLE FRANCE VSOP 750ML,4760339531,VIEI,22,COGNAC,1,Tax,1,General Assortment,0.00,12.00,15.99
097485200773,CAOL ILA 1984,1382917,9748520077,16,SCOTCH,1,Tax,4,No Sales >4 months,0.00,159.42,499.99
083804074699,COOKS EXTRA DRY 187ML 4PK,07680821,08380407469,12,WINE,1,Tax,1,General Assortment,0.00,6.75,7.99
97038,GLS BOOT SHOT,,,35,BAR ESSENTIALS,1,Tax,4,No Sales >4 months,0.00,0.00,1.99
856011004120,OLE SMOKY CINNAMON 750ML,008202,10082022,45,MOONSHINE,1,Tax,4,No Sales >4 months,0.00,13.99,19.99
762446420179,LONGHORN LONG CUT STRAIGHT,6244642017,6244642022,3,TOBACCO,1,Tax,4,No Sales >4 months,0.00,2.40,2.79
041642122514,BORDEN EGG NOG,4164212251,,5,MIXERS,1,Tax,5,Slow Seller - Old,0.00,0.00,2.99
6906785990724,RED STAR 750ML,003541,10035415,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,11.39,
017224760108,CAYMUS CONUNDRUM RED 750ML,032339,10323399,12,WINE,1,Tax,1,General Assortment,0.00,12.00,22.99
017619033039,OP BY OPERA PRIMA MERLOT,118078,1761903303,12,WINE,1,Tax,4,No Sales >4 months,0.00,3.62,5.99
736040529767,LEBLON 750ML,008543,080480006990,11,LIQUEUR,1,Tax,1,General Assortment,0.00,22.40,
083783228229,SIERRA NEVADA SEASONAL 6PK LNNR,00083783228229,35981,6,BEER,1,Tax,1,General Assortment,0.00,7.01,9.99
811538012027,AGAVERO 375ML,1153801202,15791556,11,LIQUEUR,1,Tax,1,General Assortment,0.00,7.47,8.99
084279915722,PORTO CRUZ VINTAGE 750ML,001572,80015725,12,WINE,1,Tax,4,No Sales >4 months,0.00,27.64,39.99
010086100921,RIONDO PROSECCO PINK 750ML,01008610092,43451396,12,WINE,1,Tax,1,General Assortment,0.00,0.50,3.99
891156001184,FORTY CREEK GIFT SET 1.75L,009409,10094091,10,WHISKEY,1,Tax,1,General Assortment,0.00,28.50,36.99
029929117507,LICOR 43 1.75L,0-29929-11750-7,2992911750,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,34.55,45.99
096749203024,BURNETTS BLUEBERRY 1.75L,0-96749-20302-4,4057510,8,VODKA,1,Tax,1,General Assortment,0.00,10.49,12.99
088004011796,TAAKA COCONUT 375ML,08800401179,56839556,8,VODKA,1,Tax,1,General Assortment,0.00,2.44,
086785110738,ROSCATO SWEET RED 750ML,08678511073,086785110738,12,WINE,1,Tax,1,General Assortment,0.00,10.50,12.99
1114130,MAIN EVENT PEACH MIX 64OZ,1114130,,5,MIXERS,1,Tax,4,No Sales >4 months,0.00,6.09,7.99
078000011814,DIET 7UP 12PK,10000830,7800001181,2,GROCERY,1,Tax,1,General Assortment,0.00,4.75,5.99
088352123820,PEARL POMEGRANATE VODKA 1.75L,8835212382,,8,VODKA,1,Tax,5,Slow Seller - Old,0.00,0.00,
084279349732,DURANGO SILVER 1L,084279187617,117082,18,TEQUILA,1,Tax,1,General Assortment,0.00,6.54,
082100179268,ARBOR MIST CRAN TWIST 1.5L,07300300,08210017926,12,WINE,1,Tax,1,General Assortment,0.00,5.75,
825140,SMIRNOFF PEPPERMINT 50ML,10079368,,9,50ML,1,Tax,5,Slow Seller - Old,0.00,0.75,0.99
694155358118,FIFO FAST CAR CHARGER MINI USB,9415535811,,56,GENERAL MERCHANDISE,1,Tax,5,Slow Seller - Old,0.00,0.00,
635985132202,MIKES HARDER STRAWBERRY 16OZ,19428,3598513220,20,RTD,1,Tax,4,No Sales >4 months,0.00,1.05,1.59
721733400102,ULTIMAT 1.75L,10031497,2173340010,8,VODKA,1,Tax,5,Slow Seller - Old,0.00,52.00,57.99
082000788416,SMIRNOFF MOSCOW MULE 750ML,0-82000-78841-6,08200078841,8,VODKA,1,Tax,1,General Assortment,0.00,12.05,15.99
016600001262,MASTER OF MIXES MOJITO 1L,01660000126,06581348,5,MIXERS,1,Tax,4,No Sales >4 months,0.00,4.74,6.99
791863140698,FEE BRO CRANBERRY BITTERS 5OZ,79186314069,9186314069,5,MIXERS,1,Tax,1,General Assortment,0.00,5.43,
089540122694,KAHLUA 1.75L,08954012269,089540122694,11,LIQUEUR,1,Tax,1,General Assortment,0.00,34.96,39.99
9780965774694,ARMENIAN SWORD,4694,,56,GENERAL MERCHANDISE,1,Tax,4,No Sales >4 months,0.00,0.00,
086395094558,SHO CHIKU BAI NIGORI SAKE 750ML,0-86395-09455-8,6011615,12,WINE,1,Tax,4,No Sales >4 months,0.00,5.59,6.99
7798084591035,CALLEJON DEL CRIMEN MALBEC 750ML,01043396,779808459103,12,WINE,1,Tax,1,General Assortment,0.00,1.00,6.99
851532005007,INFUSE VODKA CINNAMON APPLE 750ML,10618,5153200500,8,VODKA,1,Tax,4,No Sales >4 months,0.00,14.95,19.99
082000109693,POPOV 1.75L,0-82000-10969-3,6260510,8,VODKA,1,Tax,1,General Assortment,0.00,12.14,12.99
024409992018,MAXAM 128OZ TEXAS SIZE FLASK,2440999201,,35,BAR ESSENTIALS,1,Tax,1,General Assortment,0.00,0.00,19.99
082000761648,PARROT BAY RTD ORANGE 1.75L,10014933,8200076164,20,RTD,1,Tax,1,General Assortment,0.00,12.00,16.99
12000813337,PEPSI DIET 16OZ,01213007,121300,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,1.79
8927976000630,PACIFIC CHOICE QUEEN OLIVES 3LB,,,2,GROCERY,1,Tax,1,General Assortment,0.00,0.00,21.99
9780965774727,GREETING CARDS,7772,JAMARGC,56,GENERAL MERCHANDISE,1,Tax,4,No Sales >4 months,0.00,1.65,
080686008033,JIM BEAM BONDED 100 PRO 1L,10069997,8068600803,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,22.42,29.99
630279847329,VICTORY VITAL IPA 6PK,00630279847329,3027984732,6,BEER,1,Tax,4,No Sales >4 months,0.00,7.56,9.89
080686967651,CRUZAN AGED LIGHT 80 750ML,0-80686-96765-1,7946215,15,RUM,1,Tax,1,General Assortment,0.00,7.50,11.99
856881004275,BLUE CHAIR BAY BANANA CREAM 750ML,10073624,5688100427,15,RUM,1,Tax,1,General Assortment,0.00,12.74,17.99
087236400057,FAMOUS GROUSE 1.75L,8723640005,,16,SCOTCH,1,Tax,1,General Assortment,0.00,30.89,38.99
721059001205,SKYY GEORGIA PEACH 1.75L,004589,10045898,8,VODKA,1,Tax,1,General Assortment,0.00,17.74,24.99
096749201853,BURNETTS LIMEADE 1.75L,0-96749-20185-3,096749201853,8,VODKA,1,Tax,1,General Assortment,0.00,10.49,12.99
080915119653,GALLIANO L'APERITIVO 375ML,08091511965,172355,11,LIQUEUR,1,Tax,1,General Assortment,0.00,11.99,18.99
086036862775,CHRISTIAN BROTHERS HONEY 750ML,0-86036-86277-5,0300204,13,BRANDY,1,Tax,1,General Assortment,0.00,7.68,9.99
852196004047,LAKEWOOD TEMPTRESS 4PK LNNR,35008,5219600404,6,BEER,1,Tax,1,General Assortment,0.00,8.50,12.49
098709421257,ZARDETTO ZETA PROSECCO 750ML,627839,76278396,12,WINE,1,Tax,4,No Sales >4 months,0.00,1.00,
085592200632,PANCHO VILLA GOLD 1L,34410349,441034,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,7.43,9.99
817522017795,SUPER BREAK THE BANK $20.00,1752201779,1779,60,LOTTERY SCRATCH OFF,2,No Tax,4,No Sales >4 months,0.00,19.00,20.00
085254400189,ST PATRICK IRISH CREAM 1.75L,105895,8525440018,11,LIQUEUR,1,Tax,1,General Assortment,0.00,12.10,19.99
083089004053,CORAZON ANEJO 375ML,59320396,8308900405,18,TEQUILA,1,Tax,1,General Assortment,0.00,29.60,42.99
823080,CIROC PEACH 50ML,0-88076-17738-3,08230803,9,50ML,1,Tax,1,General Assortment,0.00,2.77,3.99
070655960301,MR & MRS T PINA COLADA 1L,06400348,07065596030,5,MIXERS,1,Tax,1,General Assortment,0.00,2.98,3.99
029929801031,LICIR 43 50ML,002492,10024929,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,0.60,0.99
76410901657,LANCE NEKOT COOKIES PEANUT BUTTER 1.75OZ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
811538016162,BUSHMILLS  750ML,1153801616,48180397,10,WHISKEY,1,Tax,1,General Assortment,0.00,15.00,25.99
088473881265,EVOLUTION INTENTION 750ML,8847388126,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,13.99
085592149719,PLATE VALLEY MOONSHINE,8559214971,,10,WHISKEY,1,Tax,5,Slow Seller - Old,0.00,0.00,
665203200192,MERRYS CAPPUCCINO CREAM 750ML,6520320019,,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,0.00,
891156001191,FORTY CREEK 750ML GS,2105900270,721059002707,10,WHISKEY,1,Tax,1,General Assortment,0.00,14.99,19.99
080432108543,OLMECA ALTOS 50ML,08043210854,8043210854,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.60,1.39
C7611123,EL RANCHO CASH,761112,,74,Vendor CASH,2,No Tax,3,Vendor,0.00,1.00,1.00
081753050207,VEUVE CLICQUOT BRUT 750ML,0-81753-05020-7,0-81753-83054-0,14,CHAMPAGNE,1,Tax,1,General Assortment,0.00,46.50,59.99
868654251090,ROYAL SNACKS SMOKED ALMONDS 2.5OZ,25109,6865425109,2,GROCERY,1,Tax,1,General Assortment,0.00,1.40,1.99
082184200254,JACK DANIELS & GINGER 4PK,8218420025,,20,RTD,1,Tax,4,No Sales >4 months,0.00,6.48,7.99
018200255335,BUD LIGHT LIME MANG-O-RITA 25OZ,00018200255335,10274,6,BEER,1,Tax,1,General Assortment,0.00,2.03,2.59
08520000020,SUTTER HOME MOSCATO 750ML,08520000020,,12,WINE,1,Tax,2,Super Stop,0.00,4.13,5.99
018200258992,NATTY RUSH HURRICANE PUNCH 25OZ,00018200258992,15051,6,BEER,1,Tax,4,No Sales >4 months,0.00,1.42,1.99
081308002200,CALLING ALL ANGELS CHARDONNAY 750ML,8130800220,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,
728028197983,69 AVE 13000 PLATINUM FOR MEN,,,67,ENHANCEMENT PILLS,1,Tax,1,General Assortment,0.00,0.00,10.99
022000014719,5 RPM MINT15PC,2200001471,,2,GROCERY,1,Tax,5,Slow Seller - Old,0.00,0.95,1.39
723830300477,LAGUNITAS 12TH OF NEVER 12PK,00723830300477,2383030047,6,BEER,1,Tax,4,No Sales >4 months,0.00,13.50,17.99
833050004823,JOOSE SCREWDRIVER 23.5OZ,10318,3305000482,6,BEER,1,Tax,1,General Assortment,0.00,1.96,2.59
01820020069,BUDWEISER JIM BEAM COPPER LAGER,,,6,BEER,1,Tax,1,General Assortment,0.00,6.80,8.99
817522014923,MILLIONAIRES CLUB,1752201492,,60,LOTTERY SCRATCH OFF,2,No Tax,4,No Sales >4 months,0.00,47.50,50.00
080480003944,DEWARS HONEY 750ML,01190396,119039,16,SCOTCH,1,Tax,1,General Assortment,0.00,17.72,22.99
RETRO1,RETRO COOLER SMALL,,,35,BAR ESSENTIALS,1,Tax,1,General Assortment,0.00,1.50,4.99
085592104589,MCCORMICK VODKA 50ML,34360933,8559210458,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.63,1.00
086003004856,SIMPLY NAKED UNOAKED MERLOT 750ML,8600300485,,12,WINE,1,Tax,1,General Assortment,0.00,0.00,8.99
086003003651,WOODBRIDGE CABERNET MERLOT 1.5L,08600300365,457030,12,WINE,1,Tax,4,No Sales >4 months,0.00,9.75,12.99
021900981787,TOMS BACON CHEDDAR FRIES,2190098178,981787,2,GROCERY,1,Tax,1,General Assortment,0.00,0.80,1.09
876742001137,ACID BLONDIE CIGARS,001137,7674200113,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,3.71,
088076179806,OBAN LITTLE BAY 750ML,0-88076-17980-6,10069086,16,SCOTCH,1,Tax,1,General Assortment,0.00,55.75,72.99
080660956435,CORONA EXTRA 24OZ CAN,00080660956435,060346,6,BEER,1,Tax,1,General Assortment,0.00,2.10,2.99
870160000017,STICKS CHARDONNAY 750ML,7016000001,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,7.99
084692418541,JADOT MACON-VILLAGES CHAR 750ML,08469241854,150039,12,WINE,1,Tax,4,No Sales >4 months,0.00,10.50,11.99
089540436715,STOLICHNAYA RASPBERRY 750ML,8954043671,,8,VODKA,1,Tax,5,Slow Seller - Old,0.00,0.00,
031200337979,OCEAN SPRAY ORANGE 60OZ,1311160,302300,2,GROCERY,1,Tax,1,General Assortment,0.00,3.36,4.99
28200305329,BASIC MENTHOL BOX,,,37,CIGARETTES,1,Tax,4,No Sales >4 months,0.00,0.00,6.89
080686835806,HORNITOS ANEJO CRISTALINO 80 750ML,0-80686-83580-6,048399,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,21.13,29.99
082000751847,SMIRNOFF BLUEBERRY & LEMONADE 750ML,8200075184,,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,0.00,8.99
9780965774802,RIEDEL CRYSTAL GLASS,,,35,BAR ESSENTIALS,1,Tax,4,No Sales >4 months,0.00,0.00,
689490000761,CARNIVAL BLUE BOX,000761,301163,37,CIGARETTES,1,Tax,1,General Assortment,0.00,3.73,4.49
088004025540,OLD CHARTER 8 750ML,56440396,56440397,10,WHISKEY,1,Tax,1,General Assortment,0.00,12.00,14.99
9780965774710,LAYS CHEESY GARLIC BREAD,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,1.89
897076002003,BULLDOG DRY GIN 750ML,10045975,172993,17,GIN,1,Tax,4,No Sales >4 months,0.00,18.74,25.90
OA30026,LITHUANIAN AMBER LLC ON ACCOUNT,,,76,Vendor ON ACCOUNT,2,No Tax,3,Vendor,0.00,1.00,1.00
811538016223,BUSHMILLS BLACK 1.75L,1153801622,48140268,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,40.87,59.99
052000135220,GATORADE MELON,13522,5200013522,2,GROCERY,1,Tax,1,General Assortment,0.00,1.40,
072311630214,SOL 6PK LNNR,072311630214,316205,6,BEER,1,Tax,1,General Assortment,0.00,7.50,9.99
080432405178,JACOB'S CREEK TWO LANDS CHARDONNAY 750ML,08043240517,8043240517,12,WINE,1,Tax,4,No Sales >4 months,0.00,1.00,2.99
021900981756,TOMS RIDGES MESQUITE BBQ,2190098175,98175,2,GROCERY,1,Tax,5,Slow Seller - Old,0.00,0.80,1.09
661540007098,PETERGOFF VODKA,22707090,270709,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.15,0.99
898804009066,HOCHSTADERS SLOW AND LOW ROCK & RYE 100ML,10089191,9880400906,44,RYE WHISKEY,1,Tax,4,No Sales >4 months,0.00,2.59,3.99
081308003016,HELLA FINE MERLOT 750ML,8130800301,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,
619947000075,TITOS 375ML,1994700007,6-19947-00007-5,8,VODKA,1,Tax,1,General Assortment,0.00,9.28,11.99
021296620376,PAUL MASSON MANGO 750ML,02129662037,08725396,13,BRANDY,1,Tax,1,General Assortment,0.00,6.00,9.99
080686343608,DKPR KEY LARGO 375ML,8068634360,,23,SCHNAPPS,1,Tax,4,No Sales >4 months,0.00,0.00,
652935100432,FREAKSHOW RED WINE 750ML,5293510043,,12,WINE,1,Tax,4,No Sales >4 months,0.00,16.50,
012000809965,MOUNTAIN DEW 12PK CAN,1200080996,38004,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,4.63,5.99
852160,CARLO ROSSI BLUSH 4L,0-85000-00216-2,085000002162,12,WINE,1,Tax,1,General Assortment,0.00,10.50,12.99
018200140075,MONTEJO 18 PACK,10825,1820014007,6,BEER,1,Tax,1,General Assortment,0.00,17.20,
026964177190,FLOR DE CANA GOLD 750ML,02696417719,2696417719,15,RUM,1,Tax,1,General Assortment,0.00,9.44,14.99
833050005691,STACK GRAPE 23.5OZ,10348,3305000569,6,BEER,1,Tax,1,General Assortment,0.00,1.34,0.00
014150183148,FLOR DE LAS ANTILLAS TORPEDO MADURO,1415018314,18314,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,6.50,10.99
081128031473,WOODFORD RESERVE 200ML,05940780,08112803147,10,WHISKEY,1,Tax,1,General Assortment,0.00,7.86,9.99
830746000589,GREEN FLASH PASSION FRUIT KICKER 6PK,3074600058,38789,6,BEER,1,Tax,4,No Sales >4 months,0.00,7.99,10.99
652341110230,CAMPO AZUL REPOSADO,1061043,1061053,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,12.79,19.99
813497005904,BELAIRE LUC RARE ROSE 750ML,0813497005171,08134970059,14,CHAMPAGNE,1,Tax,1,General Assortment,0.00,21.00,24.99
856065002011,DEEP EDDY SWEET TEA 1L,235034,5606500201,8,VODKA,1,Tax,1,General Assortment,0.00,18.00,22.99
028293990006,BRIMS NATURAL PISTACHIOS 3.5OZ,2829399000,99000,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,2.08,2.99
086785260341,BOTTEGA SAMBUCA 375ML,8678526034,,11,LIQUEUR,1,Tax,1,General Assortment,0.00,1.00,
031259008943,YELLOWTAIL SHIRAZ 750ML,0-31259-00894-3,1415315,12,WINE,1,Tax,1,General Assortment,0.00,5.25,6.99
085592151859,PLATTE VALLEY FIRESHINE 750ML,34434396,443439,45,MOONSHINE,1,Tax,4,No Sales >4 months,0.00,16.54,22.99
891156001078,FORTY CREEK 50ML,9115600107,,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.00,1.99
049000054552,SPRITE 8.5OZ ALUMINUM BOT,4900005455,4936,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,1.05,
812615004508,SUPREME BLEND CIGARS 100S BOX,1261500450,,33,CIGARS,1,Tax,2,Super Stop,0.00,0.80,
817522018464,FAST CASH $5,1752201846,,60,LOTTERY SCRATCH OFF,2,No Tax,4,No Sales >4 months,0.00,4.75,5.00
27968300439,CHEYENNE BRAND SNACK STICK MILD .4OZ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
088232002320,VENDANGE CAB SAUV 4PK,8823200232,,12,WINE,1,Tax,5,Slow Seller - Old,0.00,0.00,
082000761594,PARROT BAY MUDSLIDE 750ML,8200076159,,20,RTD,1,Tax,5,Slow Seller - Old,0.00,0.00,11.99
086024008239,MARGARITAVILLE ISLAND LIME 750,08602400823,36070397,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,9.38,14.99
082000774808,CROWN ROYAL HONEY 750ML,0-82000-77480-8,10085296,43,CANADIAN WHISKEY,1,Tax,1,General Assortment,0.00,21.44,27.99
028400035729,MUNCHIES HOT ,,,2,GROCERY,1,Tax,1,General Assortment,0.00,0.60,0.75
633824151315,VAN GOGH ESPRESSO 750ML,33690399,3382415131,8,VODKA,1,Tax,1,General Assortment,0.00,20.80,19.99
811538015479,THREE OLIVES CHERRY 750ML,089708522427,1153801547,8,VODKA,1,Tax,1,General Assortment,0.00,10.49,15.99
080539761214,OCTAGON VIRGINA 2008 750ML,8053976121,BVOCT08,12,WINE,1,Tax,4,No Sales >4 months,0.00,36.40,53.99
081240050277,KAH ANEJO 50ML,8124005027,,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.00,11.99
818892019297,GOOD TIMES 4KINGS CRANBERRY APPLE 4/99,1889201929,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,0.60,0.99
081240050550,STALLION ANEJO 50ML,8124005055,,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.00,
088004009403,TAAKA PINK LEMONADE 50ML,08800400940,8800400940,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.45,0.99
052000328660,GATORADE FRUIT PUNCH 20OZ,100030,32866,2,GROCERY,1,Tax,1,General Assortment,0.00,1.07,1.39
081128069742,LITTLE BLACK DRESS BLK CHERRY VAN 1L,8112806974,,8,VODKA,1,Tax,4,No Sales >4 months,0.00,0.00,
071990100964,BLUE MOON FARMHOUSE 6PK,7199010096,,6,BEER,1,Tax,5,Slow Seller - Old,0.00,7.24,8.99
087116013803,UV RTD BLUE RASP LEMON 1.75L,297610,8711601380,20,RTD,1,Tax,1,General Assortment,0.00,9.50,13.99
085676101107,SKOL VODKA 80 1L,0-85676-10110-7,0011144,8,VODKA,1,Tax,1,General Assortment,0.00,4.91,7.99
